start_city,end_city,distance_km
Karauli,Sirohi,463.7433696874286
Sawai Madhopur,Chittaurgarh,228.99855470445289
Sawai Madhopur,Ganganagar,453.82807757139534
Sawai Madhopur,Pali,300.49832910966785
Sawai Madhopur,Tonk,79.96503314667738
Sawai Madhopur,Udaipur,342.7467284740795
Sawai Madhopur,Dausa,70.97409442905345
Sawai Madhopur,Karauli,59.857367350617544
Sawai Madhopur,Churu,293.79887993400666
Sawai Madhopur,Kota,125.737373974877
Sawai Madhopur,Nagaur,245.6484249774771
Sawai Madhopur,Sikar,196.18671708017598
Sawai Madhopur,Ajmer,169.15791712191634
Sawai Madhopur,Alwar,152.92730234014456
Sawai Madhopur,Baran,138.4112803739798
Sawai Madhopur,Barmer,502.95514301138275
Sawai Madhopur,Bhilwara,192.47902903337206
Sawai Madhopur,Bikaner,391.76474122777836
Sawai Madhopur,Jhalawar,210.92203216836998
Sawai Madhopur,Jodhpur,371.6248406575679
Sawai Madhopur,Hanumangarh,387.75339433998073
Sawai Madhopur,Jaipur,112.44441823352857
Sawai Madhopur,Jaisalmer,562.1134768475621
Sawai Madhopur,Rajsamand,281.23524698300827
Sawai Madhopur,Banswara,370.7338627097243
Sawai Madhopur,Bharatpur,139.65052665813803
Sawai Madhopur,Bundi,107.87087628981436
Sawai Madhopur,Dhaulpur,133.50471426660562
Sawai Madhopur,Dungarpur,381.19950265895625
Sawai Madhopur,Jalor,444.92668488376427
Sawai Madhopur,Jhunjhunun,226.71678838945581
Sawai Madhopur,Pratapgarh,301.96856021634153
Sawai Madhopur,Sirohi,404.957861811484
Churu,Chittaurgarh,389.73802637139954
Churu,Ganganagar,160.65760218438945
Churu,Pali,314.75854003813566
Churu,Tonk,262.1121134517101
Churu,Udaipur,447.37606502797524
Churu,Dausa,243.63329193067955
Churu,Karauli,301.73792750202915
Churu,Sawai Madhopur,293.79887993400666
Churu,Kota,384.25175997855195
Churu,Nagaur,150.66875897647483
Churu,Sikar,97.61690155211254
Churu,Ajmer,234.54935826025226
Churu,Alwar,205.43784417622237
Churu,Baran,423.96518155170884
Churu,Barmer,431.2751640006124
Churu,Bhilwara,317.5225786046767
Churu,Bikaner,150.40982378186396
Churu,Jhalawar,469.464174909858
Churu,Jodhpur,258.5111202654479
Churu,Hanumangarh,103.65083750782448
Churu,Jaipur,182.00138210086763
Churu,Jaisalmer,399.7694267487681
Churu,Rajsamand,355.85913913322224
Churu,Banswara,540.6089779961627
Churu,Bharatpur,281.971907919629
Churu,Bundi,336.1459532466584
Churu,Dhaulpur,349.5000257406335
Churu,Dungarpur,517.9886232880306
Churu,Jalor,436.66251726516737
Churu,Jhunjhunun,88.40600641909533
Churu,Pratapgarh,478.1868076713931
Churu,Sirohi,441.1973328966239
Kota,Chittaurgarh,140.13462353237125
Kota,Ganganagar,537.1509347027911
Kota,Pali,270.2951287070054
Kota,Tonk,122.14848127520762
Kota,Udaipur,257.5802146327393
Kota,Dausa,195.70689224556327
Kota,Karauli,175.89369250472916
Kota,Sawai Madhopur,125.737373974877
Kota,Churu,384.25175997855195
Kota,Nagaur,289.65848960473727
Kota,Sikar,290.76146618779904
Kota,Ajmer,182.99092349294924
Kota,Alwar,277.47476207949086
Kota,Baran,64.88466120227194
Kota,Barmer,473.2254394512546
Kota,Bhilwara,146.41251065310547
Kota,Bikaner,448.10899145220736
Kota,Jhalawar,88.35539429013272
Kota,Jodhpur,380.10895241825506
Kota,Hanumangarh,485.4675908408723
Kota,Jaipur,209.61482581980306
Kota,Jaisalmer,565.7092144007121
Kota,Rajsamand,225.74323403179176
Kota,Banswara,255.87613599499116
Kota,Bharatpur,261.6238960572949
Kota,Bundi,52.189808419912154
Kota,Dhaulpur,233.6949264784292
Kota,Dungarpur,277.38993962690995
Kota,Jalor,395.10822693654177
Kota,Jhunjhunun,333.8027449228435
Kota,Pratapgarh,190.32963857027886
Kota,Sirohi,341.24510841677596
Nagaur,Chittaurgarh,254.64366540477297
Nagaur,Ganganagar,265.55363092545895
Nagaur,Pali,164.3479695802359
Nagaur,Tonk,179.42729653437624
Nagaur,Udaipur,298.2242348945833
Nagaur,Dausa,232.09127785367272
Nagaur,Karauli,282.5083866683421
Nagaur,Sawai Madhopur,245.6484249774771
Nagaur,Churu,150.66875897647483
Nagaur,Kota,289.65848960473727
Nagaur,Sikar,125.94608852504312
Nagaur,Ajmer,109.36075202224733
Nagaur,Alwar,246.3341484563455
Nagaur,Baran,344.4164516155248
Nagaur,Barmer,308.2543008529579
Nagaur,Bhilwara,183.63658871046906
Nagaur,Bikaner,158.67839423491844
Nagaur,Jhalawar,363.94890758670584
Nagaur,Jodhpur,143.32653115647386
Nagaur,Hanumangarh,247.17960695441053
Nagaur,Jaipur,152.74146523001698
Nagaur,Jaisalmer,325.79893827079553
Nagaur,Rajsamand,206.83215264859956
Nagaur,Banswara,397.95890015136956
Nagaur,Bharatpur,307.0158428442281
Nagaur,Bundi,237.47846167227192
Nagaur,Dhaulpur,351.8724586583205
Nagaur,Dungarpur,370.58158716710557
Nagaur,Jalor,294.1682859517206
Nagaur,Jhunjhunun,176.4212331982707
Nagaur,Pratapgarh,339.8085185424943
Nagaur,Sirohi,292.01700312962544
Sikar,Chittaurgarh,315.2016635703111
Sikar,Ganganagar,257.8514763434709
Sikar,Pali,276.75835528720813
Sikar,Tonk,169.5403498806329
Sikar,Udaipur,391.1629271456709
Sikar,Dausa,149.1030830039724
Sikar,Karauli,207.19893821920058
Sikar,Sawai Madhopur,196.18671708017598
Sikar,Churu,97.61690155211254
Sikar,Kota,290.76146618779904
Sikar,Nagaur,125.94608852504312
Sikar,Ajmer,163.9613915712046
Sikar,Alwar,130.2423928746318
Sikar,Baran,327.34298245481364
Sikar,Barmer,434.10911036352036
Sikar,Bhilwara,245.33997997910487
Sikar,Bikaner,216.2138790521365
Sikar,Jhalawar,377.59237626984435
Sikar,Jodhpur,266.3941047914663
Sikar,Hanumangarh,195.0839403824866
Sikar,Jaipur,84.58844494447014
Sikar,Jaisalmer,438.14504665868293
Sikar,Rajsamand,302.1127105742008
Sikar,Banswara,470.2529714837196
Sikar,Bharatpur,201.57475460206683
Sikar,Bundi,244.9601107344091
Sikar,Dhaulpur,261.8114958926839
Sikar,Dungarpur,455.77120437863664
Sikar,Jalor,416.3160740006811
Sikar,Jhunjhunun,56.799986234381606
Sikar,Pratapgarh,404.22136473054013
Sikar,Sirohi,405.86037388942896
Ajmer,Chittaurgarh,155.22806411062297
Ajmer,Ganganagar,370.5597543040362
Ajmer,Pali,138.30385464937282
Ajmer,Tonk,90.115204575971
Ajmer,Udaipur,228.75219419857692
Ajmer,Dausa,186.6461481487144
Ajmer,Karauli,220.78531799711075
Ajmer,Sawai Madhopur,169.15791712191634
Ajmer,Churu,234.54935826025226
Ajmer,Kota,182.99092349294924
Ajmer,Nagaur,109.36075202224733
Ajmer,Sikar,163.9613915712046
Ajmer,Alwar,236.2876758288606
Ajmer,Baran,241.48824134091538
Ajmer,Barmer,335.12116007796453
Ajmer,Bhilwara,83.20986741217381
Ajmer,Bikaner,267.65229241591567
Ajmer,Jhalawar,254.65157071583056
Ajmer,Jodhpur,206.3477161819007
Ajmer,Hanumangarh,337.78120553643265
Ajmer,Jaipur,125.90427115515065
Ajmer,Jaisalmer,396.7160169319459
Ajmer,Rajsamand,143.02939388243595
Ajmer,Banswara,307.9600807346638
Ajmer,Bharatpur,273.31240274676423
Ajmer,Bundi,131.07890502451414
Ajmer,Dhaulpur,296.2576340674069
Ajmer,Dungarpur,291.8198472901025
Ajmer,Jalor,286.28240701806953
Ajmer,Jhunjhunun,220.2321570615792
Ajmer,Pratapgarh,243.94201850106373
Ajmer,Sirohi,258.88224795408394
Alwar,Chittaurgarh,356.3587496750817
Alwar,Ganganagar,358.76951235264505
Alwar,Pali,371.34410359439727
Alwar,Tonk,185.13577922786124
Alwar,Udaipur,456.78659262417807
Alwar,Dausa,81.99389313008463
Alwar,Karauli,123.84512981602408
Alwar,Sawai Madhopur,152.92730234014456
Alwar,Churu,205.43784417622237
Alwar,Kota,277.47476207949086
Alwar,Nagaur,246.3341484563455
Alwar,Sikar,130.2423928746318
Alwar,Ajmer,236.2876758288606
Alwar,Baran,288.04348201057434
Alwar,Barmer,550.7146915776823
Alwar,Bhilwara,299.5220364726713
Alwar,Bikaner,343.7851393928072
Alwar,Jhalawar,363.77266784448557
Alwar,Jodhpur,389.6559962475503
Alwar,Hanumangarh,274.3473931591292
Alwar,Jaipur,110.4708928720893
Alwar,Jaisalmer,567.1459687658181
Alwar,Rajsamand,377.5408560746427
Alwar,Banswara,508.6165797959699
Alwar,Bharatpur,76.77682185698633
Alwar,Bundi,249.12726617501892
Alwar,Dhaulpur,148.37750107859537
Alwar,Dungarpur,508.9182106308596
Alwar,Jalor,518.332812244465
Alwar,Jhunjhunun,117.67279438823766
Alwar,Pratapgarh,439.2844167041174
Alwar,Sirohi,495.12677423325897
Baran,Chittaurgarh,200.5475244846845
Baran,Ganganagar,581.1737333903662
Baran,Pali,335.1535705983835
Baran,Tonk,167.70826664208346
Baran,Udaipur,315.43439581353596
Baran,Dausa,207.5936657748133
Baran,Karauli,170.27625184286177
Baran,Sawai Madhopur,138.4112803739798
Baran,Churu,423.96518155170884
Baran,Kota,64.88466120227194
Baran,Nagaur,344.4164516155248
Baran,Sikar,327.34298245481364
Baran,Ajmer,241.48824134091538
Baran,Alwar,288.04348201057434
Baran,Barmer,538.0119299417979
Baran,Bhilwara,211.2211732640526
Baran,Bikaner,501.3945361786836
Baran,Jhalawar,93.05126633535866
Baran,Jodhpur,442.72199989285167
Baran,Hanumangarh,521.8918426938168
Baran,Jaipur,243.01669624131273
Baran,Jaisalmer,629.5159020268816
Baran,Rajsamand,289.933325566961
Baran,Banswara,295.624716703251
Baran,Bharatpur,254.74163106865797
Baran,Bundi,111.80229676333876
Baran,Dhaulpur,209.47655932442805
Baran,Dungarpur,325.9121100803669
Baran,Jalor,458.7369353061472
Baran,Jhunjhunun,363.4781406085077
Baran,Pratapgarh,235.9862498445224
Baran,Sirohi,403.2457331450332
Barmer,Chittaurgarh,347.8377225051856
Barmer,Ganganagar,455.0252805896279
Barmer,Pali,205.48043524843484
Barmer,Tonk,422.99356691433644
Barmer,Udaipur,269.06414108315994
Barmer,Dausa,518.4281613076861
Barmer,Karauli,555.9056926341481
Barmer,Sawai Madhopur,502.95514301138275
Barmer,Churu,431.2751640006124
Barmer,Kota,473.2254394512546
Barmer,Nagaur,308.2543008529579
Barmer,Sikar,434.10911036352036
Barmer,Ajmer,335.12116007796453
Barmer,Alwar,550.7146915776823
Barmer,Baran,538.0119299417979
Barmer,Bhilwara,328.25345923340194
Barmer,Bikaner,319.1325440335545
Barmer,Jhalawar,501.4939787865432
Barmer,Jodhpur,172.93373102613765
Barmer,Hanumangarh,495.80053546836064
Barmer,Jaipur,446.1277932152145
Barmer,Jaisalmer,159.16648762460932
Barmer,Rajsamand,249.956881859215
Barmer,Banswara,385.1781014595658
Barmer,Bharatpur,602.424475011283
Barmer,Bundi,433.3464706321049
Barmer,Dhaulpur,631.3112172602292
Barmer,Dungarpur,327.5423378765078
Barmer,Jalor,102.53721789307963
Barmer,Jhunjhunun,481.9582849639011
Barmer,Pratapgarh,375.17619537003594
Barmer,Sirohi,169.9588276967881
Bhilwara,Chittaurgarh,72.32691648157589
Bhilwara,Ganganagar,448.9212154267613
Bhilwara,Pali,123.99459796512001
Bhilwara,Tonk,119.9097153344911
Bhilwara,Udaipur,157.40563495472276
Bhilwara,Dausa,234.69837872800295
Bhilwara,Karauli,251.69406504898933
Bhilwara,Sawai Madhopur,192.47902903337206
Bhilwara,Churu,317.5225786046767
Bhilwara,Kota,146.41251065310547
Bhilwara,Nagaur,183.63658871046906
Bhilwara,Sikar,245.33997997910487
Bhilwara,Ajmer,83.20986741217381
Bhilwara,Alwar,299.5220364726713
Bhilwara,Baran,211.2211732640526
Bhilwara,Barmer,328.25345923340194
Bhilwara,Bikaner,336.35198593553116
Bhilwara,Jhalawar,195.56075269863103
Bhilwara,Jodhpur,239.81705760351485
Bhilwara,Hanumangarh,420.5035226374301
Bhilwara,Jaipur,193.7124803924789
Bhilwara,Jaisalmer,421.0756680229866
Bhilwara,Rajsamand,89.15172561464804
Bhilwara,Banswara,225.12526791521287
Bhilwara,Bharatpur,320.970799160182
Bhilwara,Bundi,105.43171649928858
Bhilwara,Dhaulpur,325.94503496773086
Bhilwara,Dungarpur,212.83445444562264
Bhilwara,Jalor,257.0216138445393
Bhilwara,Jhunjhunun,300.7585962624503
Bhilwara,Pratapgarh,160.74918734116272
Bhilwara,Sirohi,212.705033095814
Bikaner,Chittaurgarh,403.9664887142277
Bikaner,Ganganagar,140.12296604004777
Bikaner,Pali,275.78026967195694
Bikaner,Tonk,334.3711172636258
Bikaner,Udaipur,421.022016075554
Bikaner,Dausa,360.6885236498627
Bikaner,Karauli,417.19727397744145
Bikaner,Sawai Madhopur,391.76474122777836
Bikaner,Churu,150.40982378186396
Bikaner,Kota,448.10899145220736
Bikaner,Nagaur,158.67839423491844
Bikaner,Sikar,216.2138790521365
Bikaner,Ajmer,267.65229241591567
Bikaner,Alwar,343.7851393928072
Bikaner,Baran,501.3945361786836
Bikaner,Barmer,319.1325440335545
Bikaner,Bhilwara,336.35198593553116
Bikaner,Jhalawar,522.2661633284744
Bikaner,Jodhpur,162.73168215256436
Bikaner,Hanumangarh,180.68634146920311
Bikaner,Jaipur,284.3251663465664
Bikaner,Jaisalmer,255.41416085376997
Bikaner,Rajsamand,335.7417189212096
Bikaner,Banswara,534.3727556574205
Bikaner,Bharatpur,417.44591864656996
Bikaner,Bundi,395.9691516214464
Bikaner,Dhaulpur,477.2126900115765
Bikaner,Dungarpur,497.1292308029976
Bikaner,Jalor,354.53092145844795
Bikaner,Jhunjhunun,233.5089576535888
Bikaner,Pratapgarh,483.5553174910414
Bikaner,Sirohi,380.91493415068976
Jhalawar,Chittaurgarh,153.83423617543647
Jhalawar,Ganganagar,619.3333812927619
Jhalawar,Pali,310.30420290358694
Jhalawar,Tonk,208.10374907272686
Jhalawar,Udaipur,252.82028739302547
Jhalawar,Dausa,281.77914793502464
Jhalawar,Karauli,254.77390418366724
Jhalawar,Sawai Madhopur,210.92203216836998
Jhalawar,Churu,469.464174909858
Jhalawar,Kota,88.35539429013272
Jhalawar,Nagaur,363.94890758670584
Jhalawar,Sikar,377.59237626984435
Jhalawar,Ajmer,254.65157071583056
Jhalawar,Alwar,363.77266784448557
Jhalawar,Baran,93.05126633535866
Jhalawar,Barmer,501.4939787865432
Jhalawar,Bhilwara,195.56075269863103
Jhalawar,Bikaner,522.2661633284744
Jhalawar,Jodhpur,435.11425938505
Jhalawar,Hanumangarh,571.5928384466323
Jhalawar,Jaipur,297.555915570426
Jhalawar,Jaisalmer,612.2517601155739
Jhalawar,Rajsamand,252.94049883073785
Jhalawar,Banswara,209.21843237866216
Jhalawar,Bharatpur,340.868587933045
Jhalawar,Bundi,133.31923830258978
Jhalawar,Dhaulpur,301.3639398709922
Jhalawar,Dungarpur,247.19310674491288
Jhalawar,Jalor,412.0837716484926
Jhalawar,Jhunjhunun,421.85478285875564
Jhalawar,Pratapgarh,157.55142820320938
Jhalawar,Sirohi,350.0082180915844
Jodhpur,Chittaurgarh,291.9660923541446
Jodhpur,Ganganagar,302.8203355104484
Jodhpur,Pali,136.78710900809753
Jodhpur,Tonk,295.31935315707153
Jodhpur,Udaipur,275.4887241970747
Jodhpur,Dausa,370.6266442285639
Jodhpur,Karauli,416.56014978419086
Jodhpur,Sawai Madhopur,371.6248406575679
Jodhpur,Churu,258.5111202654479
Jodhpur,Kota,380.10895241825506
Jodhpur,Nagaur,143.32653115647386
Jodhpur,Sikar,266.3941047914663
Jodhpur,Ajmer,206.3477161819007
Jodhpur,Alwar,389.6559962475503
Jodhpur,Baran,442.72199989285167
Jodhpur,Barmer,172.93373102613765
Jodhpur,Bhilwara,239.81705760351485
Jodhpur,Bikaner,162.73168215256436
Jodhpur,Jhalawar,435.11425938505
Jodhpur,Hanumangarh,328.65082329211725
Jodhpur,Jaipur,292.88618546600696
Jodhpur,Jaisalmer,190.66486097044043
Jodhpur,Rajsamand,202.79665696469164
Jodhpur,Banswara,396.12776372713165
Jodhpur,Bharatpur,449.0743910048871
Jodhpur,Bundi,330.96181248104824
Jodhpur,Dhaulpur,489.120659918349
Jodhpur,Dungarpur,351.21546150325645
Jodhpur,Jalor,192.01710687878395
Jodhpur,Jhunjhunun,311.1163105474616
Jodhpur,Pratapgarh,356.593128308018
Jodhpur,Sirohi,220.67824189035267
Hanumangarh,Chittaurgarh,492.8039431304344
Hanumangarh,Ganganagar,96.73336951135684
Hanumangarh,Pali,407.73820133710745
Hanumangarh,Tonk,363.62933373032035
Hanumangarh,Udaipur,545.3708078685487
Hanumangarh,Dausa,330.0670605545027
Hanumangarh,Karauli,386.55669707540494
Hanumangarh,Sawai Madhopur,387.75339433998073
Hanumangarh,Churu,103.65083750782448
Hanumangarh,Kota,485.4675908408723
Hanumangarh,Nagaur,247.17960695441053
Hanumangarh,Sikar,195.0839403824866
Hanumangarh,Ajmer,337.78120553643265
Hanumangarh,Alwar,274.3473931591292
Hanumangarh,Baran,521.8918426938168
Hanumangarh,Barmer,495.80053546836064
Hanumangarh,Bhilwara,420.5035226374301
Hanumangarh,Bikaner,180.68634146920311
Hanumangarh,Jhalawar,571.5928384466323
Hanumangarh,Jodhpur,328.65082329211725
Hanumangarh,Jaipur,278.90444921618985
Hanumangarh,Jaisalmer,432.72643389468897
Hanumangarh,Rajsamand,454.0115117922475
Hanumangarh,Banswara,642.4530179832215
Hanumangarh,Bharatpur,349.4787165197533
Hanumangarh,Bundi,438.3958148479166
Hanumangarh,Dhaulpur,422.7192244893159
Hanumangarh,Dungarpur,617.5702969977693
Hanumangarh,Jalor,517.1705254815972
Hanumangarh,Jhunjhunun,163.4167774021406
Hanumangarh,Pratapgarh,580.9502285992899
Hanumangarh,Sirohi,530.0870793161979
Jaipur,Chittaurgarh,256.48189022845276
Jaipur,Ganganagar,341.53818572283814
Jaipur,Pali,261.27580969436053
Jaipur,Tonk,92.62635006368254
Jaipur,Udaipur,349.64512195257385
Jaipur,Dausa,79.63293835896263
Jaipur,Karauli,133.4090618797987
Jaipur,Sawai Madhopur,112.44441823352857
Jaipur,Churu,182.00138210086763
Jaipur,Kota,209.61482581980306
Jaipur,Nagaur,152.74146523001698
Jaipur,Sikar,84.58844494447014
Jaipur,Ajmer,125.90427115515065
Jaipur,Alwar,110.4708928720893
Jaipur,Baran,243.01669624131273
Jaipur,Barmer,446.1277932152145
Jaipur,Bhilwara,193.7124803924789
Jaipur,Bikaner,284.3251663465664
Jaipur,Jhalawar,297.555915570426
Jaipur,Jodhpur,292.88618546600696
Jaipur,Hanumangarh,278.90444921618985
